0.36 0.37 0.00 0.00 0.3471 0.1337 0.3529 0.5663
0.36 0.37 0.00 0.00 0.347 0.1336 0.353 0.5664
0.36 0.37 0.00 0.00 0.3471 0.1336 0.3529 0.5664
0.36 0.37 0.00 0.00 0.3471 0.1337 0.3529 0.5663
0.36 0.37 0.00 0.00 0.3471 0.1337 0.3529 0.5663
0.36 0.37 0.00 0.00 0.3471 0.1336 0.3529 0.5664
0.36 0.37 0.00 0.00 0.3472 0.1337 0.3528 0.5663
0.36 0.37 0.00 0.00 0.3472 0.1337 0.3528 0.5663
0.36 0.37 0.00 0.00 0.347 0.1336 0.353 0.5664
0.36 0.37 0.00 0.00 0.3471 0.1336 0.3529 0.5664
0.36 0.37 0.00 0.00 0.3472 0.1336 0.3528 0.5664
0.36 0.37 0.00 0.00 0.3472 0.1336 0.3528 0.5664
0.36 0.37 0.00 0.00 0.3472 0.1334 0.3528 0.5666
0.36 0.37 0.00 0.00 0.3473 0.1334 0.3527 0.5666
0.36 0.37 0.00 0.00 0.3471 0.1333 0.3529 0.5667
0.36 0.37 0.00 0.00 0.3471 0.1335 0.3529 0.5665
0.36 0.37 0.00 0.00 0.3472 0.1333 0.3528 0.5667
0.36 0.37 0.00 0.00 0.3472 0.1333 0.3528 0.5667
0.36 0.37 0.00 0.00 0.3474 0.1332 0.3526 0.5668
0.36 0.37 0.00 0.00 0.3472 0.1332 0.3528 0.5668
0.36 0.37 0.00 0.00 0.3472 0.1332 0.3528 0.5668
0.36 0.37 0.00 0.00 0.3471 0.133 0.3529 0.567
0.36 0.37 0.00 0.00 0.3471 0.1332 0.3529 0.5668
0.36 0.37 0.00 0.00 0.3474 0.1329 0.3526 0.5671
0.36 0.37 0.00 0.00 0.3474 0.133 0.3526 0.567
0.36 0.37 0.00 0.00 0.3473 0.1329 0.3527 0.5671
0.36 0.37 0.00 0.00 0.3472 0.1329 0.3528 0.5671
0.36 0.37 0.00 0.00 0.3472 0.1329 0.3528 0.5671
0.36 0.37 0.00 0.00 0.3472 0.1329 0.3528 0.5671
0.36 0.37 0.00 0.00 0.3472 0.1328 0.3528 0.5672
0.36 0.37 0.00 0.00 0.3472 0.1329 0.3528 0.5671
0.36 0.37 0.00 0.00 0.3472 0.1328 0.3528 0.5672
0.36 0.37 0.00 0.00 0.3471 0.1328 0.3529 0.5672
0.36 0.37 0.00 0.00 0.3473 0.1325 0.3527 0.5675
0.36 0.37 0.00 0.00 0.3471 0.1326 0.3529 0.5674
0.36 0.37 0.00 0.00 0.3473 0.1327 0.3527 0.5673
0.36 0.37 0.00 0.00 0.3474 0.1328 0.3526 0.5673
0.36 0.37 0.00 0.00 0.3472 0.1327 0.3528 0.5673
0.36 0.37 0.00 0.00 0.3472 0.1326 0.3528 0.5674
0.36 0.37 0.00 0.00 0.347 0.1325 0.353 0.5675
0.36 0.37 0.00 0.00 0.347 0.1326 0.353 0.5674
0.36 0.37 0.00 0.00 0.3473 0.1326 0.3527 0.5674
0.36 0.37 0.00 0.00 0.3476 0.1324 0.3524 0.5676
0.36 0.37 0.00 0.00 0.3476 0.1324 0.3524 0.5676
0.36 0.37 0.00 0.00 0.3473 0.1323 0.3527 0.5677
0.36 0.37 0.00 0.00 0.3471 0.1323 0.3529 0.5677
0.36 0.37 0.00 0.00 0.3472 0.1324 0.3528 0.5676
0.36 0.37 0.00 0.00 0.3474 0.1325 0.3526 0.5675
0.36 0.37 0.00 0.00 0.3475 0.1325 0.3525 0.5675
0.36 0.37 0.00 0.00 0.3474 0.1325 0.3526 0.5675
0.36 0.37 0.00 0.00 0.3471 0.1321 0.3529 0.5679
0.36 0.37 0.00 0.00 0.3469 0.1323 0.3531 0.5677
0.36 0.37 0.00 0.00 0.3472 0.1321 0.3528 0.5679
0.36 0.37 0.00 0.00 0.3473 0.1323 0.3527 0.5677
0.36 0.37 0.00 0.00 0.3476 0.132 0.3524 0.568
0.36 0.37 0.00 0.00 0.3474 0.132 0.3526 0.568
0.36 0.37 0.00 0.00 0.3472 0.1318 0.3528 0.5682
0.36 0.37 0.00 0.00 0.3473 0.1317 0.3527 0.5683
0.36 0.37 0.00 0.00 0.3472 0.1318 0.3528 0.5682
0.36 0.37 0.00 0.00 0.3474 0.1316 0.3526 0.5684
0.36 0.37 0.00 0.00 0.3473 0.1316 0.3527 0.5684
0.36 0.37 0.00 0.00 0.3473 0.1315 0.3527 0.5685
0.36 0.37 0.00 0.00 0.3473 0.1309 0.3527 0.5691
0.36 0.37 0.00 0.00 0.3474 0.1312 0.3526 0.5688
0.36 0.37 0.00 0.00 0.3472 0.1309 0.3528 0.5691
0.36 0.37 0.00 0.00 0.3471 0.1312 0.3529 0.5688
0.36 0.37 0.00 0.00 0.3474 0.1306 0.3526 0.5694
0.36 0.37 0.00 0.00 0.3474 0.1304 0.3526 0.5696
0.36 0.37 0.00 0.00 0.3473 0.1303 0.3527 0.5697
0.36 0.37 0.00 0.00 0.3472 0.1302 0.3528 0.5698
0.36 0.37 0.00 0.00 0.3472 0.1303 0.3528 0.5697
0.36 0.37 0.00 0.00 0.3475 0.1299 0.3525 0.5701
0.36 0.37 0.00 0.00 0.3474 0.1298 0.3526 0.5702
0.36 0.37 0.00 0.00 0.3473 0.1296 0.3527 0.5704
0.36 0.37 0.00 0.00 0.3472 0.1295 0.3528 0.5705
0.36 0.37 0.00 0.00 0.3472 0.1295 0.3528 0.5705
0.36 0.37 0.00 0.00 0.3475 0.1289 0.3525 0.5711
0.36 0.37 0.00 0.00 0.3474 0.1289 0.3526 0.5711
0.36 0.37 0.00 0.00 0.3473 0.1285 0.3527 0.5715
0.36 0.37 0.00 0.00 0.3473 0.1287 0.3527 0.5713
0.37 0.37 0.00 0.00 0.3475 0.1282 0.3525 0.5718
0.37 0.37 0.00 0.00 0.3475 0.1281 0.3525 0.5719
0.37 0.38 0.00 0.00 0.3472 0.1277 0.3528 0.5723
0.37 0.38 0.00 0.00 0.3472 0.1277 0.3528 0.5723
0.37 0.38 0.00 0.00 0.3471 0.1276 0.3529 0.5724
0.37 0.38 0.00 0.00 0.3477 0.1271 0.3523 0.5729
0.37 0.38 0.00 0.00 0.3475 0.127 0.3525 0.573
0.37 0.38 0.00 0.00 0.3472 0.1268 0.3528 0.5732
0.37 0.38 0.00 0.00 0.3476 0.1266 0.3524 0.5734
0.37 0.38 0.00 0.00 0.3476 0.1264 0.3524 0.5736
0.37 0.38 0.00 0.00 0.3473 0.126 0.3527 0.574
0.37 0.38 0.00 0.00 0.3473 0.126 0.3527 0.574
0.37 0.38 0.00 0.00 0.3473 0.1256 0.3527 0.5744
0.37 0.38 0.00 0.00 0.3475 0.1257 0.3525 0.5743
0.37 0.38 0.00 0.00 0.3476 0.1249 0.3524 0.5751
0.37 0.38 0.00 0.00 0.3474 0.1251 0.3526 0.5749
0.37 0.38 0.00 0.00 0.3472 0.1245 0.3528 0.5755
0.37 0.38 0.00 0.00 0.3475 0.1248 0.3525 0.5752
0.37 0.38 0.00 0.00 0.3475 0.1241 0.3525 0.5759
0.37 0.38 0.00 0.00 0.3475 0.124 0.3525 0.576
0.37 0.38 0.00 0.00 0.3471 0.1237 0.3529 0.5763
0.37 0.38 0.00 0.00 0.3473 0.1237 0.3527 0.5763
0.37 0.38 0.00 0.00 0.3474 0.1236 0.3526 0.5764
0.37 0.38 0.00 0.00 0.3477 0.1229 0.3523 0.5771
0.37 0.38 0.00 0.00 0.3473 0.1229 0.3527 0.5771
0.37 0.38 0.00 0.00 0.3472 0.1224 0.3528 0.5776
0.37 0.38 0.00 0.00 0.3474 0.1227 0.3526 0.5773
0.38 0.38 0.00 0.00 0.3475 0.1219 0.3525 0.5781
0.38 0.38 0.00 0.00 0.3474 0.122 0.3526 0.578
0.38 0.39 0.00 0.00 0.3468 0.1213 0.3532 0.5787
0.38 0.39 0.00 0.00 0.347 0.1217 0.353 0.5783
0.38 0.39 0.00 0.00 0.3472 0.1208 0.3528 0.5792
0.38 0.39 0.00 0.00 0.3474 0.1208 0.3526 0.5792
0.38 0.39 0.00 0.00 0.3468 0.1204 0.3532 0.5796
0.38 0.39 0.00 0.00 0.3468 0.1206 0.3532 0.5794
0.38 0.39 0.00 0.00 0.3471 0.1205 0.3529 0.5795
0.38 0.39 0.00 0.00 0.3474 0.1201 0.3526 0.5799
0.38 0.39 0.00 0.00 0.347 0.1198 0.353 0.5802
0.38 0.39 0.00 0.00 0.3468 0.1196 0.3532 0.5804
0.38 0.39 0.00 0.00 0.3472 0.1196 0.3528 0.5804
0.38 0.39 0.00 0.00 0.3471 0.1196 0.3529 0.5804
0.38 0.39 0.00 0.00 0.3474 0.1192 0.3526 0.5808
0.38 0.39 0.00 0.00 0.3468 0.1192 0.3532 0.5808
0.38 0.39 0.00 0.00 0.347 0.1191 0.353 0.5809
0.38 0.39 0.00 0.00 0.3472 0.1193 0.3528 0.5807
0.38 0.39 0.00 0.00 0.3473 0.1185 0.3527 0.5815
0.38 0.39 0.00 0.00 0.3471 0.1187 0.3529 0.5813
0.38 0.39 0.00 0.00 0.3466 0.118 0.3534 0.582
0.38 0.39 0.00 0.00 0.347 0.1185 0.353 0.5815
0.38 0.39 0.00 0.00 0.3472 0.1175 0.3528 0.5825
0.38 0.39 0.00 0.00 0.3471 0.1178 0.3529 0.5822
0.38 0.40 0.00 0.00 0.3462 0.1168 0.3538 0.5832
0.38 0.39 0.00 0.00 0.3465 0.1173 0.3535 0.5827
0.38 0.39 0.00 0.00 0.3465 0.1169 0.3535 0.5831
0.38 0.39 0.00 0.00 0.3466 0.1168 0.3534 0.5832
0.38 0.40 0.00 0.00 0.346 0.1165 0.354 0.5835
0.38 0.40 0.00 0.00 0.3462 0.1165 0.3538 0.5835
0.38 0.39 0.00 0.00 0.3466 0.1167 0.3534 0.5833
0.38 0.39 0.00 0.00 0.3466 0.1164 0.3534 0.5836
0.38 0.40 0.00 0.00 0.3463 0.1164 0.3537 0.5836
0.38 0.40 0.00 0.00 0.3461 0.1161 0.3539 0.5839
0.38 0.40 0.00 0.00 0.3464 0.1164 0.3536 0.5836
0.38 0.40 0.00 0.00 0.3463 0.1162 0.3537 0.5838
0.38 0.40 0.00 0.00 0.3464 0.116 0.3536 0.584
0.38 0.40 0.00 0.00 0.3459 0.116 0.3541 0.584
0.38 0.40 0.00 0.00 0.3463 0.1158 0.3537 0.5842
0.38 0.40 0.00 0.00 0.3465 0.1161 0.3535 0.5839
0.38 0.40 0.00 0.00 0.3464 0.1158 0.3536 0.5842
0.38 0.40 0.00 0.00 0.3461 0.1158 0.3539 0.5842
0.38 0.40 0.00 0.00 0.346 0.1154 0.354 0.5846
0.38 0.40 0.00 0.00 0.3463 0.1157 0.3537 0.5843
0.39 0.40 0.00 0.00 0.3465 0.1153 0.3535 0.5847
0.39 0.40 0.00 0.00 0.3464 0.1153 0.3536 0.5847
0.38 0.40 0.00 0.00 0.3459 0.1151 0.3541 0.5849
0.38 0.40 0.00 0.00 0.3463 0.1153 0.3537 0.5847
0.38 0.40 0.00 0.00 0.3462 0.1153 0.3538 0.5847
0.39 0.40 0.00 0.00 0.3464 0.115 0.3536 0.585
0.38 0.40 0.00 0.00 0.3459 0.115 0.3541 0.585
0.39 0.40 0.00 0.00 0.346 0.1148 0.354 0.5852
0.39 0.40 0.00 0.00 0.3464 0.1152 0.3536 0.5848
0.39 0.40 0.00 0.00 0.3464 0.1146 0.3536 0.5854
0.39 0.40 0.00 0.00 0.3462 0.1149 0.3538 0.5851
0.39 0.40 0.00 0.00 0.3457 0.1145 0.3543 0.5855
0.39 0.40 0.00 0.00 0.3461 0.1149 0.3539 0.5851
0.39 0.40 0.00 0.00 0.3461 0.1145 0.3539 0.5855
0.39 0.40 0.00 0.00 0.3464 0.1142 0.3536 0.5858
0.39 0.40 0.00 0.00 0.3458 0.1144 0.3542 0.5856
0.39 0.40 0.00 0.00 0.3461 0.1143 0.3539 0.5857
0.39 0.40 0.00 0.00 0.3463 0.1146 0.3537 0.5854
0.39 0.40 0.00 0.00 0.3463 0.1141 0.3537 0.5859
0.39 0.40 0.00 0.00 0.346 0.1144 0.354 0.5856
0.39 0.40 0.00 0.00 0.3459 0.1141 0.3541 0.5859
0.39 0.40 0.00 0.00 0.3462 0.1145 0.3538 0.5855
0.39 0.40 0.00 0.00 0.3459 0.114 0.3541 0.586
0.39 0.40 0.00 0.00 0.346 0.1141 0.354 0.5859
0.39 0.40 0.00 0.00 0.3455 0.1139 0.3545 0.5861
0.39 0.40 0.00 0.00 0.3458 0.1144 0.3542 0.5856
0.39 0.40 0.00 0.00 0.3456 0.1138 0.3544 0.5862
0.39 0.40 0.00 0.00 0.3455 0.1141 0.3545 0.5859
0.39 0.40 0.00 0.00 0.3451 0.1138 0.3549 0.5862
0.39 0.40 0.00 0.00 0.3456 0.1141 0.3544 0.5859
0.39 0.40 0.00 0.00 0.3457 0.114 0.3543 0.586
0.39 0.40 0.00 0.00 0.3456 0.1138 0.3544 0.5862
0.39 0.40 0.00 0.00 0.3453 0.1141 0.3547 0.5859
0.39 0.40 0.00 0.00 0.3455 0.1141 0.3545 0.5859
0.39 0.40 0.00 0.00 0.3456 0.1143 0.3544 0.5857
0.39 0.40 0.00 0.00 0.3458 0.1139 0.3542 0.5861
0.39 0.40 0.00 0.00 0.3455 0.1142 0.3545 0.5858
0.39 0.40 0.00 0.00 0.3453 0.1142 0.3547 0.5858
0.39 0.40 0.00 0.00 0.3458 0.1145 0.3542 0.5855
0.39 0.40 0.00 0.00 0.3458 0.1144 0.3542 0.5856
0.39 0.40 0.00 0.00 0.3457 0.1141 0.3543 0.5859
0.39 0.40 0.00 0.00 0.3455 0.1144 0.3545 0.5856
0.39 0.40 0.00 0.00 0.3458 0.1145 0.3542 0.5855
0.39 0.40 0.00 0.00 0.3458 0.1147 0.3542 0.5853
0.39 0.40 0.00 0.00 0.3457 0.1141 0.3543 0.5859
0.39 0.40 0.00 0.00 0.3456 0.1146 0.3544 0.5854
0.39 0.40 0.00 0.00 0.3457 0.1142 0.3543 0.5858
0.39 0.40 0.00 0.00 0.3459 0.1147 0.3541 0.5853
0.39 0.40 0.00 0.00 0.3455 0.114 0.3545 0.586
0.39 0.40 0.00 0.00 0.3456 0.1144 0.3544 0.5856
0.38 0.40 0.00 0.00 0.3452 0.1144 0.3548 0.5856
0.38 0.40 0.00 0.00 0.3456 0.1147 0.3544 0.5853
0.38 0.40 0.00 0.00 0.3453 0.1147 0.3547 0.5853
0.38 0.40 0.00 0.00 0.3452 0.1147 0.3548 0.5853
0.38 0.40 0.00 0.00 0.3452 0.115 0.3548 0.585
0.38 0.40 0.00 0.00 0.3455 0.115 0.3545 0.585
0.38 0.40 0.00 0.00 0.3454 0.1153 0.3546 0.5847
0.38 0.40 0.00 0.00 0.3453 0.1151 0.3547 0.5849
0.38 0.40 0.00 0.00 0.3453 0.1156 0.3547 0.5844
0.38 0.40 0.00 0.00 0.3453 0.1155 0.3547 0.5845
0.38 0.40 0.00 0.00 0.3454 0.1159 0.3546 0.5841
0.38 0.40 0.00 0.00 0.3453 0.1156 0.3547 0.5844
0.38 0.40 0.00 0.00 0.3453 0.116 0.3547 0.584
0.38 0.40 0.00 0.00 0.3451 0.1161 0.3549 0.5839
0.38 0.40 0.00 0.00 0.3454 0.1164 0.3546 0.5836
0.38 0.40 0.00 0.00 0.3452 0.1166 0.3548 0.5834
0.38 0.40 0.00 0.00 0.345 0.1167 0.355 0.5833
0.38 0.40 0.00 0.00 0.3452 0.1167 0.3548 0.5833
0.38 0.40 0.00 0.00 0.3454 0.1171 0.3546 0.5829
0.38 0.40 0.00 0.00 0.3455 0.117 0.3545 0.583
0.38 0.40 0.00 0.00 0.3452 0.1174 0.3548 0.5826
0.38 0.40 0.00 0.00 0.3454 0.117 0.3546 0.583
0.38 0.40 0.00 0.00 0.3455 0.1175 0.3545 0.5825
0.38 0.40 0.00 0.00 0.3456 0.1171 0.3544 0.5829
0.38 0.39 0.00 0.00 0.3455 0.1175 0.3545 0.5825
0.38 0.40 0.00 0.00 0.3451 0.1173 0.3549 0.5827
0.38 0.39 0.00 0.00 0.3453 0.118 0.3547 0.582
0.38 0.39 0.00 0.00 0.3453 0.1179 0.3547 0.5821
0.38 0.39 0.00 0.00 0.3451 0.1184 0.3549 0.5816
0.38 0.40 0.00 0.00 0.3449 0.1181 0.3551 0.5819
0.38 0.39 0.00 0.00 0.3451 0.1185 0.3549 0.5815
0.38 0.39 0.00 0.00 0.3454 0.1184 0.3546 0.5816
0.38 0.39 0.00 0.00 0.3452 0.1186 0.3548 0.5814
0.38 0.39 0.00 0.00 0.3452 0.1189 0.3548 0.5811
0.38 0.39 0.00 0.00 0.345 0.1191 0.355 0.5809
0.38 0.39 0.00 0.00 0.3453 0.1196 0.3547 0.5804
0.38 0.39 0.00 0.00 0.3453 0.1196 0.3547 0.5804
0.38 0.39 0.00 0.00 0.3452 0.1201 0.3548 0.5799
0.37 0.39 0.00 0.00 0.3449 0.1202 0.3551 0.5798
0.37 0.39 0.00 0.00 0.3452 0.1207 0.3548 0.5793
0.37 0.39 0.00 0.00 0.3454 0.1208 0.3546 0.5792
0.37 0.39 0.00 0.00 0.3452 0.1211 0.3548 0.5789
0.37 0.39 0.00 0.00 0.345 0.1215 0.355 0.5785
0.37 0.39 0.00 0.00 0.3451 0.1214 0.3549 0.5786
0.37 0.39 0.00 0.00 0.3453 0.122 0.3547 0.578
0.37 0.39 0.00 0.00 0.3451 0.1213 0.3549 0.5787
0.37 0.39 0.00 0.00 0.3451 0.1221 0.3549 0.5779
0.37 0.39 0.00 0.00 0.3447 0.1218 0.3553 0.5782
0.37 0.39 0.00 0.00 0.3451 0.1225 0.3549 0.5775
0.37 0.39 0.00 0.00 0.3447 0.1224 0.3553 0.5776
0.37 0.39 0.00 0.00 0.3447 0.1229 0.3553 0.5771
0.37 0.39 0.00 0.00 0.3443 0.1231 0.3557 0.5769
0.37 0.39 0.00 0.00 0.3446 0.1235 0.3554 0.5765
0.37 0.39 0.00 0.00 0.3448 0.1239 0.3552 0.5761
0.37 0.39 0.00 0.00 0.3446 0.1241 0.3554 0.5759
0.37 0.38 0.00 0.00 0.3444 0.1246 0.3556 0.5754
0.37 0.38 0.00 0.00 0.3445 0.1247 0.3555 0.5753
0.37 0.38 0.00 0.00 0.3449 0.1254 0.3551 0.5746
0.37 0.38 0.00 0.00 0.3445 0.1252 0.3555 0.5748
0.36 0.38 0.00 0.00 0.3445 0.1259 0.3555 0.5741
0.36 0.38 0.00 0.00 0.344 0.1256 0.356 0.5744
0.36 0.38 0.00 0.00 0.3443 0.1261 0.3557 0.5739
0.36 0.38 0.00 0.00 0.344 0.1264 0.356 0.5736
0.36 0.38 0.00 0.00 0.344 0.1268 0.356 0.5732
0.36 0.38 0.00 0.00 0.3439 0.1273 0.3561 0.5727
0.36 0.38 0.00 0.00 0.3443 0.1278 0.3557 0.5722
0.36 0.38 0.00 0.00 0.3442 0.1281 0.3558 0.5719
0.36 0.38 0.00 0.00 0.3441 0.1281 0.3559 0.5719
0.36 0.38 0.00 0.00 0.3438 0.1289 0.3562 0.5711
0.36 0.38 0.00 0.00 0.3447 0.1288 0.3553 0.5712
0.36 0.38 0.00 0.00 0.3447 0.1295 0.3553 0.5705
0.36 0.38 0.00 0.00 0.3441 0.129 0.3559 0.571
0.36 0.38 0.00 0.00 0.3441 0.1299 0.3559 0.5701
0.36 0.38 0.00 0.00 0.3441 0.1292 0.3559 0.5708
0.36 0.38 0.00 0.00 0.3446 0.1301 0.3554 0.5699
0.36 0.38 0.00 0.00 0.3438 0.1296 0.3562 0.5704
0.36 0.38 0.00 0.00 0.3437 0.1303 0.3563 0.5697
0.35 0.38 0.00 0.00 0.3433 0.1303 0.3567 0.5697
0.35 0.37 0.00 0.00 0.3441 0.1311 0.3559 0.5689
0.35 0.38 0.00 0.00 0.3436 0.1313 0.3564 0.5687
0.35 0.37 0.00 0.00 0.3436 0.1316 0.3564 0.5684
0.35 0.37 0.00 0.00 0.3431 0.1323 0.3569 0.5677
0.35 0.37 0.00 0.00 0.3436 0.1328 0.3564 0.5672
0.35 0.37 0.00 0.00 0.344 0.1333 0.356 0.5667
0.35 0.37 0.00 0.00 0.3437 0.1335 0.3563 0.5665
0.35 0.37 0.00 0.00 0.3434 0.1342 0.3566 0.5658
0.35 0.37 0.00 0.00 0.3435 0.1346 0.3565 0.5654
0.35 0.37 0.00 0.00 0.3441 0.1351 0.3559 0.5649
0.35 0.37 0.00 0.00 0.3437 0.1355 0.3563 0.5645
0.35 0.37 0.00 0.00 0.3434 0.1359 0.3566 0.5641
0.34 0.37 0.00 0.00 0.3433 0.1367 0.3567 0.5633
0.34 0.36 0.00 0.00 0.3439 0.1372 0.3561 0.5628
0.34 0.36 0.00 0.00 0.3438 0.1377 0.3562 0.5623
0.34 0.36 0.00 0.00 0.3435 0.138 0.3565 0.562
0.34 0.36 0.00 0.00 0.3431 0.1387 0.3569 0.5613
0.34 0.36 0.00 0.00 0.3434 0.1393 0.3566 0.5607
0.34 0.36 0.00 0.00 0.344 0.1395 0.356 0.5605
0.34 0.36 0.00 0.00 0.3437 0.1399 0.3563 0.5601
