0.24	0.27	0.01	-0.01	0.00	0.00	1.00	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.00	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.02	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.02	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.08	0.00	0.62	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.02	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.02	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.01	0.09	0.00	0.61	1.00
0.24	0.27	0.01	-0.02	0.10	0.00	0.60	1.00
